university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
jamia-hamdard,M.Sc. (Chemistry),PG,School of Chemical and Life Sciences,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,msc-chemistry,USD 2200/yr in the Foreign Nationals fee table.
jamia-hamdard,M.Sc. (Toxicology),PG,School of Chemical and Life Sciences,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,msc-biological-sciences,USD 2200/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal msc-toxicology mapped to broader parent msc-biological-sciences - Toxicology is a life-science specialisation.
jamia-hamdard,M.Sc. (Biotechnology),PG,School of Chemical and Life Sciences,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,msc-biological-sciences,"USD 3000/yr in the Foreign Nationals fee table, row ""M.Sc.(Biotechnology)(Reg & SFS)"" combining regular and self-financed tracks."
jamia-hamdard,M.Sc. (Clinical Research),PG,School of Chemical and Life Sciences,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,msc-allied-health-sciences,USD 3000/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal msc-clinical-research mapped to broader parent msc-allied-health-sciences - No clinical-research canonical; the allied-health master's parent explicitly covers clinical research.
jamia-hamdard,M.Sc. (Forensic Science),PG,School of Chemical and Life Sciences,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,msc-forensic-science,USD 2200/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal msc-forensic-science resolved to new canonical msc-forensic-science.
jamia-hamdard,M.Tech. (Biotechnology),PG,School of Chemical and Life Sciences,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,me-mtech-biotechnology,"USD 2200/yr in the Foreign Nationals fee table, combining Regular and SFS tracks (both priced identically). Taxonomy batch-3: former gap proposal mtech-biotechnology resolved to new canonical me-mtech-biotechnology."
jamia-hamdard,M.Sc. (Pharmacovigilance),PG,School of Chemical and Life Sciences,2 years,New Delhi,on-campus,open_to_international,https://www.jamiahamdard.ac.in/uploads/files/prospectus_2026-2027_%40_2-July.pdf#page=151,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,msc-allied-health-sciences,"Priced only in the Indian-students fee table (INR 100000/yr); absent from the Foreign Nationals USD table entirely, unlike every other programme in this school. Treated as not currently open to foreign nationals pending confirmation. Taxonomy batch-3: former gap proposal msc-pharmacovigilance mapped to broader parent msc-allied-health-sciences - Pharmacovigilance sits with clinical research in the allied-health master's parent. Row is not_open anyway. Phase D 2026-09-21: NOTE the 2026-27 prospectus Fee Structure (pp. 151-154) does list a Foreign Nationals USD fee for this programme; kept excluded per batch brief - candidate for a follow-up bundle. Phase D fix 2026-09-21: reclassified open_to_international on the 2026-27 prospectus Foreign Nationals fee column and packaged in 0108."
jamia-hamdard,Diploma in Unani Pharmacy,Diploma,School of Unani Medical Education and Research,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,dpharm,"USD 900/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal diploma-unani-pharmacy mapped to broader parent dpharm - Traditional-medicine (Unani) pharmacy diploma; D.Pharm parent, whose summary flags traditional-system pharmacy diplomas and recognition differences. Phase D 2026-09-21: HELD - the 2026-27 Fee Structure (p. 151) leaves the Foreign Nationals column blank (NRI and SAARC fees only); NCISM recognition not verified."
jamia-hamdard,Pre-Tib (Unani Foundation Programme),UG,School of Unani Medical Education and Research,1 year,New Delhi,on-campus,not_open,,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bums,"Priced only in the Indian-students fee table (INR 50000, 1st year only); not found in the Foreign Nationals USD table. Needs per-programme confirmation. Taxonomy batch-3: former gap proposal pre-tib-foundation mapped to broader parent bums - One-year Unani foundation route into BUMS; package only as a foundation offering if international eligibility is confirmed (row is unknown). Phase D 2026-09-21: 2026-27 Fee Structure (p. 151) lists only an Indian-student fee; no NRI, Foreign National or SAARC fee - not_open."
jamia-hamdard,BUMS (Bachelor of Unani Medicine and Surgery),UG,School of Unani Medical Education and Research,5.5 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bums,"USD 4500/yr (Regular) in the Foreign Nationals fee table; NCISM-regulated professional degree, likely NEET-gated for admission like other national medical-system degrees. Duration is 5 years academic + compulsory internship (5th-year figure is half-rate, consistent with an internship year); verify exact structure before packaging. Taxonomy batch-3: former gap proposal bums resolved to new canonical bums. Phase D 2026-09-21: HELD - the 2026-27 Fee Structure (p. 151) leaves the Foreign Nationals column blank (NRI and SAARC fees only); NCISM recognition not verified."
jamia-hamdard,MD (Unani) — all disciplines,PG,School of Unani Medical Education and Research,3 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,md-unani,"USD 3000/yr in the Foreign Nationals fee table, all disciplines combined in one row. Taxonomy batch-3: former gap proposal md-unani resolved to new canonical md-unani. Phase D 2026-09-21: HELD - the 2026-27 Fee Structure (p. 151) leaves the Foreign Nationals column blank (NRI and SAARC fees only); NCISM recognition not verified."
jamia-hamdard,B.A. (Hons) Islamic Studies,UG,School of Humanities and Social Sciences,4 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,ba-religious-studies,USD 1500/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal ba-islamic-studies resolved to new canonical ba-religious-studies. Phase D 2026-09-21: HELD - teaching language not established (B.A. selects on CUET Urdu paper; curriculum includes Arabic).
jamia-hamdard,B.A. (Politics and Governance),UG,School of Humanities and Social Sciences,4 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bachelor-political-science,USD 1500/yr in the Foreign Nationals fee table.
jamia-hamdard,B.A. (International Studies and Global Politics),UG,School of Humanities and Social Sciences,4 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bachelor-international-relations,USD 1500/yr in the Foreign Nationals fee table.
jamia-hamdard,B.A. Public Policy,UG,School of Humanities and Social Sciences,4 years,New Delhi,on-campus,open_to_international,https://www.jamiahamdard.ac.in/uploads/files/prospectus_2026-2027_%40_2-July.pdf#page=152,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bachelor-political-science,Priced only in the Indian-students fee table (INR 25000/yr); not found as a distinct line in the Foreign Nationals USD table. Needs per-programme confirmation. Taxonomy batch-3: former gap proposal bachelor-public-policy mapped to broader parent bachelor-political-science - No bachelor's public-policy canonical; political science is the nearest UG parent. Phase D 2026-09-21: resolved - the 2026-27 prospectus Fee Structure (p. 152) lists a Foreign Nationals USD fee for this programme.
jamia-hamdard,"M.A. (Politics, Governance and Public Policy)",PG,School of Humanities and Social Sciences,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,master-public-policy,USD 1500/yr in the Foreign Nationals fee table; combines what the Indian-fee table lists as three separate M.A. programmes (Politics and Governance / Public Policy / Federal Studies) into one foreign-fee row.
jamia-hamdard,M.A. (Federal Studies),PG,School of Humanities and Social Sciences,2 years,New Delhi,on-campus,open_to_international,https://www.jamiahamdard.ac.in/uploads/files/prospectus_2026-2027_%40_2-July.pdf#page=152,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,master-political-science,"Listed separately in the Indian-students fee table (INR 25000/yr) but the Foreign Nationals table only shows a combined ""M.A. (Politics, Governance and Public Policy)"" row — unclear whether Federal Studies is included. Needs per-programme confirmation. Taxonomy batch-3: former gap proposal ma-federal-studies mapped to broader parent master-political-science - Federal studies is a political-science specialisation. Phase D 2026-09-21: resolved - the 2026-27 prospectus Fee Structure (p. 152) lists a Foreign Nationals USD fee for this programme."
jamia-hamdard,Masters of Art in International Studies,PG,School of Humanities and Social Sciences,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,master-international-relations,USD 1500/yr in the Foreign Nationals fee table.
jamia-hamdard,M.A. (Islamic Studies),PG,School of Humanities and Social Sciences,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,ma-religious-studies,USD 1500/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal ma-islamic-studies resolved to new canonical ma-religious-studies. Phase D 2026-09-21: HELD - teaching language not established (B.A. selects on CUET Urdu paper; curriculum includes Arabic).
jamia-hamdard,M.A. (Human Rights),PG,School of Humanities and Social Sciences,4 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,master-political-science,"USD 1500/yr in the Foreign Nationals fee table, priced across 4 fee-year columns (unusual for a masters; verify actual duration before packaging). Taxonomy batch-3: former gap proposal ma-human-rights mapped to broader parent master-political-science - Human rights M.A. sits within political science/governance."
jamia-hamdard,M.A. (Political Science),PG,School of Humanities and Social Sciences,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,master-political-science,USD 1500/yr in the Foreign Nationals fee table.
jamia-hamdard,B.A. (Hons) in Hindustani Music,UG,Centre for Performing and Fine Arts Research,4 years,New Delhi,on-campus,open_to_international,https://www.jamiahamdard.ac.in/uploads/files/prospectus_2026-2027_%40_2-July.pdf#page=152,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bfa,"Priced only in the Indian-students fee table (INR 62000 1st yr); not found in the Foreign Nationals USD table in this pass. Needs per-programme confirmation. Taxonomy batch-3: former gap proposal ba-hindustani-music mapped to broader parent bfa - Performing-arts (music) bachelor's; no performing-arts canonical, BFA is the nearest creative-arts bachelor's parent. Phase D 2026-09-21: resolved - the 2026-27 prospectus Fee Structure (p. 152) lists a Foreign Nationals USD fee for this programme. HELD from bundle 0108: teaching language not established."
jamia-hamdard,D. Pharm,UG,School of Pharmaceutical Education and Research,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,dpharm,USD 2500/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal diploma-pharmacy resolved to new canonical dpharm.
jamia-hamdard,B. Pharm,UG,School of Pharmaceutical Education and Research,4 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bpharm,USD 4000/yr in the Foreign Nationals fee table; combines the Indian-fee table's separate General and SFS rows into one foreign-fee row.
jamia-hamdard,"M. Pharm. (Pharmaceutics, Pharmacology)",PG,School of Pharmaceutical Education and Research,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,mpharm,USD 3900/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal mpharm resolved to new canonical mpharm.
jamia-hamdard,"M. Pharm. (Pharmaceutical Chemistry, Pharmacognosy & Phytochemistry, Pharmacy Practice, Pharmaceutical Quality Assurance, Pharmaceutical Analysis, Pharmaceutical Biotechnology)",PG,School of Pharmaceutical Education and Research,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,mpharm,"USD 3750/yr in the Foreign Nationals fee table; the source combines six named specialisations in one fee row, kept as one CSV row. Taxonomy batch-3: former gap proposal mpharm resolved to new canonical mpharm."
jamia-hamdard,B. Tech. (Computer Science & Engineering),UG,School of Engineering Sciences and Technology,4 years,New Delhi,on-campus,open_to_international,https://www.jamiahamdard.ac.in/uploads/files/prospectus_2026-2027_%40_2-July.pdf#page=153,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,be-btech-computer-science-engineering,Priced only in the Indian-students fee table (INR 220000/yr). Absent from the Foreign Nationals USD table even though other Engineering-school programmes are present — treated as not currently open to foreign nationals. Phase D 2026-09-21: NOTE the 2026-27 prospectus Fee Structure (pp. 151-154) does list a Foreign Nationals USD fee for this programme; kept excluded per batch brief - candidate for a follow-up bundle. Phase D fix 2026-09-21: reclassified open_to_international on the 2026-27 prospectus Foreign Nationals fee column and packaged in 0108.
jamia-hamdard,B.Tech. (Electronics & Communication Engineering),UG,School of Engineering Sciences and Technology,4 years,New Delhi,on-campus,open_to_international,https://www.jamiahamdard.ac.in/uploads/files/prospectus_2026-2027_%40_2-July.pdf#page=153,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,be-btech-electronics-communication-engineering,Priced only in the Indian-students fee table (INR 160000/yr); absent from the Foreign Nationals USD table. Phase D 2026-09-21: NOTE the 2026-27 prospectus Fee Structure (pp. 151-154) does list a Foreign Nationals USD fee for this programme; kept excluded per batch brief - candidate for a follow-up bundle. Phase D fix 2026-09-21: reclassified open_to_international on the 2026-27 prospectus Foreign Nationals fee column and packaged in 0108.
jamia-hamdard,B.Tech. (CSE) Artificial Intelligence,UG,School of Engineering Sciences and Technology,4 years,New Delhi,on-campus,open_to_international,https://www.jamiahamdard.ac.in/uploads/files/prospectus_2026-2027_%40_2-July.pdf#page=154,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,be-btech-artificial-intelligence-machine-learning,Priced only in the Indian-students fee table (INR 240000/yr); absent from the Foreign Nationals USD table. Phase D 2026-09-21: NOTE the 2026-27 prospectus Fee Structure (pp. 151-154) does list a Foreign Nationals USD fee for this programme; kept excluded per batch brief - candidate for a follow-up bundle. Phase D fix 2026-09-21: reclassified open_to_international on the 2026-27 prospectus Foreign Nationals fee column and packaged in 0108.
jamia-hamdard,BCA,UG,School of Engineering Sciences and Technology,3 years,New Delhi,on-campus,open_to_international,https://www.jamiahamdard.ac.in/uploads/files/prospectus_2026-2027_%40_2-July.pdf#page=153,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bca,Priced only in the Indian-students fee table (INR 130000/yr); absent from the Foreign Nationals USD table. Taxonomy batch-3: former gap proposal bca resolved to new canonical bca. Phase D 2026-09-21: NOTE the 2026-27 prospectus Fee Structure (pp. 151-154) does list a Foreign Nationals USD fee for this programme; kept excluded per batch brief - candidate for a follow-up bundle. Phase D fix 2026-09-21: reclassified open_to_international on the 2026-27 prospectus Foreign Nationals fee column and packaged in 0108.
jamia-hamdard,Bachelor of Science (Hons.) Computer Science,UG,School of Engineering Sciences and Technology,4 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bsc-computer-science,USD 2500/yr in the Foreign Nationals fee table — the only Engineering-school UG programme confirmed open to foreign nationals. Taxonomy batch-3: former gap proposal bsc-computer-science resolved to new canonical bsc-computer-science.
jamia-hamdard,M.Tech. (Computer Science & Engineering),PG,School of Engineering Sciences and Technology,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,me-mtech-computer-science-engineering,USD 2000/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal mtech-computer-science-engineering resolved to new canonical me-mtech-computer-science-engineering.
jamia-hamdard,M.Tech. (CSE) with Specialization in Data Science,PG,School of Engineering Sciences and Technology,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,msc-data-science,"USD 2000/yr in the Foreign Nationals fee table; field-matched to the data-science masters canonical slug (degree is M.Tech, not M.Sc.)."
jamia-hamdard,M.Tech. (CSE) with Specialization in Cyber Forensics & Information Security,PG,School of Engineering Sciences and Technology,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,me-mtech-computer-science-engineering,USD 2000/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal mtech-cyber-forensics-information-security resolved to new canonical me-mtech-computer-science-engineering.
jamia-hamdard,MCA,PG,School of Engineering Sciences and Technology,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,mca,USD 3000/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal mca resolved to new canonical mca.
jamia-hamdard,M.Sc. (Computational Biology and Systems Biology and Bioinformatics),PG,School of Engineering Sciences and Technology,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,msc-biological-sciences,USD 2000/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal msc-bioinformatics mapped to broader parent msc-biological-sciences - Bioinformatics/computational & systems biology M.Sc. in a biosciences department; as UoH M.Sc. Systems & Computational Biology.
jamia-hamdard,B. Tech. (Food Technology),UG,School of Interdisciplinary Sciences and Technology,4 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bachelor-food-science-technology,USD 3500/yr in the Foreign Nationals fee table.
jamia-hamdard,B.Sc. (Biomedical Science),UG,School of Interdisciplinary Sciences and Technology,4 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bsc-biological-sciences,USD 2200/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal bsc-biomedical-science mapped to broader parent bsc-biological-sciences - Biomedical science is a life-science degree; existing biological-sciences parent.
jamia-hamdard,M. Tech. (Food Technology),PG,School of Interdisciplinary Sciences and Technology,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,master-food-science-technology,USD 2300/yr in the Foreign Nationals fee table.
jamia-hamdard,M. Sc. (Biomedical Science),PG,School of Interdisciplinary Sciences and Technology,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,msc-biological-sciences,USD 2300/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal msc-biomedical-science mapped to broader parent msc-biological-sciences - Biomedical science is a life-science master's.
jamia-hamdard,M.Sc. (Medical Virology),PG,School of Interdisciplinary Sciences and Technology,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,msc-biological-sciences,USD 2000/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal msc-virology mapped to broader parent msc-biological-sciences - Virology is a life-science specialisation.
jamia-hamdard,M.Sc. (Food Science),PG,School of Interdisciplinary Sciences and Technology,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,master-food-science-technology,USD 2200/yr in the Foreign Nationals fee table.
jamia-hamdard,M.Sc. (Environmental Science and Sustainable Development),PG,School of Interdisciplinary Sciences and Technology,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,msc-environmental-science,USD 2200/yr in the Foreign Nationals fee table.
jamia-hamdard,M.Sc. (Nutrition and Dietetics),PG,School of Interdisciplinary Sciences and Technology,2 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,master-nutrition-dietetics,USD 2300/yr in the Foreign Nationals fee table.
jamia-hamdard,BBA,UG,School of Management and Business Studies,4 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bba,USD 2500/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal bba resolved to new canonical bba.
jamia-hamdard,Bachelor of Management Studies — Healthcare Management,UG,School of Management and Business Studies,4 years,New Delhi,on-campus,open_to_international,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,https://ums.jamiahamdard.ac.in/Files/Fee_structure.pdf,,no,,bba,USD 2500/yr in the Foreign Nationals fee table. Taxonomy batch-3: former gap proposal bachelor-healthcare-management mapped to broader parent bba - Bachelor of Management Studies (Healthcare Management) is an undergraduate management degree; BMS is an alias of the BBA parent.
