university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
op-jindal-global-university,B.A. LL.B. (Hons.),UG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llb,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.A. (Hons.) Global Affairs,UG,Jindal School of International Affairs,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bachelor-international-relations,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.A. (Hons.) Political Science,UG,Jindal School of International Affairs,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,yes,jgu-jsia-ba-hons-political-science,bachelor-political-science,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.A. (Hons.) Diplomacy & Foreign Policy,UG,Jindal School of International Affairs,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bachelor-international-relations,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.Sc. / B.A. Economics (Hons.),UG,Jindal School of Government & Public Policy,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bachelor-economics,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,"B.A.(Hons.) in Philosophy, Politics & Economics",UG,Jindal School of Government & Public Policy,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bachelor-economics,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.A.(Hons.) in Liberal Arts & Humanities,UG,Jindal School of Liberal Arts & Humanities,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,yes,jgu-jslh-ba-hons-liberal-arts-humanities,bachelor-liberal-arts,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,Bachelor of Fine Arts (Hons.),UG,Jindal School of Liberal Arts & Humanities,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bfa,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,"B.A.(Hons.) in Philosophy, Politics & Economics (with JSGP)",UG,Jindal School of Liberal Arts & Humanities,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bachelor-economics,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.A. (Hons.) Journalism & Media Studies,UG,Jindal School of Journalism & Communication,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bachelor-journalism,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.A. (Hons.) Corporate Communication & Public Affairs,UG,Jindal School of Journalism & Communication,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bachelor-media-communication,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.A./B.Sc. (Hons.) Film & New Media,UG,Jindal School of Journalism & Communication,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bachelor-media-communication,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,Bachelor of Architecture (B.Arch),UG,Jindal School of Design and Architecture,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,barch,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,Bachelor of Design (B.Des) - Interior Design,UG,Jindal School of Design and Architecture,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bdes,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,Jindal Adelaide Architecture Pathway (BaBes + BArchdes + MArch),UG,Jindal School of Design and Architecture,,"Sonipat, Haryana",on-campus (pathway/dual with University of Adelaide),open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,barch,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,Jindal Westminster Design Pathway (B.Des + M.A./M.Sc.),UG,Jindal School of Design and Architecture,,"Sonipat, Haryana",on-campus (pathway/dual with University of Westminster),open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bdes,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,Bachelor of Design (B.Des) - Immersive Experience Design,UG,Jindal School of Design and Architecture,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bdes,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.Com. (Hons.),UG,Jindal School of Banking & Finance,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bcom,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.Com. (Hons.) Capital Markets,UG,Jindal School of Banking & Finance,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bcom,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,Global B.Com.,UG,Jindal School of Banking & Finance,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bcom,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.Com. (Hons.) Finance & Entrepreneurship,UG,Jindal School of Banking & Finance,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bcom,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.A. (Hons.) Environment & Sustainable Development,UG,Jindal School of Environment & Sustainability,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:bachelor-environment-sustainability,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.Sc. (Hons.) Environment & Sustainable Development,UG,Jindal School of Environment & Sustainability,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:bachelor-environment-sustainability,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.A. (Hons.)/ B.Sc. (Hons.) Psychology,UG,Jindal School of Psychology & Counselling,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bachelor-psychology,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,BA English Honours,UG,Jindal School of Languages & Literature,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:bachelor-english-literature,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,LL.M. in General Legal Studies,PG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,LL.M. in Intellectual Property Rights & Technology Law,PG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,LL.M. in Alternative Dispute Resolution,PG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,LL.M. in Corporate and Financial Law & Policy,PG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,LL.M. in International Trade & Investment Law,PG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,LL.M. in Taxation Law,PG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,LL.M. in Human Rights,PG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,LL.M. in Criminal Law and Criminal Justice,PG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,LL.M. in International Law,PG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,LL.M. in Constitutional and Administrative Law,PG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,LL.B. (Hons.) [second UG law route listed under PG tab],UG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llb,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,Full-Time MBA Programme,PG,Jindal Global Business School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,yes,jgu-jgbs-full-time-mba,mba,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,"M.A. Diplomacy, Law & Business",PG,Jindal School of International Affairs,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bachelor-international-relations,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,M.A. Public Policy,PG,Jindal School of Government & Public Policy,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,yes,jgu-jsgp-ma-public-policy,master-public-policy,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,M.Sc. Finance,PG,Jindal School of Banking & Finance,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:msc-finance,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,M.Sc. in Counselling Psychology,PG,Jindal School of Psychology & Counselling,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,master-clinical-psychology,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,Master of Public Health,PG,Jindal School of Public Health & Human Development,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,yes,jgu-jsph-master-of-public-health,mph,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,M.A./M.Sc. Applied Psychology,PG,Jindal Institute of Behavioural Sciences,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,master-clinical-psychology,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,M.Sc. in Psycho-Social Rehabilitation,PG,Jindal Institute of Behavioural Sciences,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:msc-psychosocial-rehabilitation,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,B.Sc. in Psychology (Blended),UG,Jindal School of Psychology & Counselling,,"Sonipat, Haryana",blended,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bachelor-psychology,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,Master of Arts (M.A.) Legislative Drafting (Online),PG,Jindal Global Law School,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-legislative-drafting,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,Master of Arts (M.A.) in Criminology & Criminal Justice (Online),PG,Jindal Global Law School,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-criminology-criminal-justice,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,MBA in Business & Law (Online),PG,Jindal Global Business School,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,mba,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,MBA in Business Analytics (Online),PG,Jindal Global Business School,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,mba-business-analytics,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,MBA in 7 Specializations (Online),PG,Jindal Global Business School,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,mba,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,BBA in 4 Specializations (Online),UG,Jindal Global Business School,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:bba,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,"M.A. in International Relations, Security & Strategy (Online)",PG,Jindal School of International Affairs,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-international-relations,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.A. in Electoral Analysis and Management (Online) [JSIA],PG,Jindal School of International Affairs,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-electoral-analysis-management,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.A. in Public Policy (Online),PG,Jindal School of Government & Public Policy,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,master-public-policy,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.A. in Electoral Analysis and Management (Online) [JSGP],PG,Jindal School of Government & Public Policy,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-electoral-analysis-management,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,"M.Sc. in Design Thinking, Innovation and Strategy (Online)",PG,Jindal School of Liberal Arts & Humanities,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-design-thinking-innovation,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.Sc. in Strategic Communication (Online),PG,Jindal School of Journalism & Communication,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,master-media-communication,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.A. in Political Communication (Online),PG,Jindal School of Journalism & Communication,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-political-communication,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.Des in User Experience + AI (Online),PG,Jindal School of Design and Architecture,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,mdes,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,Master's in International Accounting & Finance (ACCA-accredited) (Online),PG,Jindal School of Banking & Finance,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:msc-finance,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.Sc. in Global Risk Management (Online),PG,Jindal School of Banking & Finance,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-global-risk-management,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.Sc. in Artificial Intelligence and Finance (Online),PG,Jindal School of Banking & Finance,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:msc-finance,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,B.Com in International Accounting & Finance (Online),UG,Jindal School of Banking & Finance,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bcom,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,B.Sc. in Artificial Intelligence & Finance (Online),UG,Jindal School of Banking & Finance,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:bsc-artificial-intelligence-finance,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,B.Sc. in Finance & Entrepreneurship (Online),UG,Jindal School of Banking & Finance,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:bsc-finance-entrepreneurship,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.Sc. in Environmental Change & Sustainability (Online),PG,Jindal School of Environment & Sustainability,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:bachelor-environment-sustainability,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.Sc. in Global Health & Human Development (Online),PG,Jindal School of Public Health & Human Development,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:msc-global-health-human-development,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,Master of Arts (M.A.) in Criminology & Criminal Justice (Online) [JIBS],PG,Jindal Institute of Behavioural Sciences,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-criminology-criminal-justice,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.Sc. in Artificial Intelligence & Data Science (Online),PG,Jindal Centre for Digital Sciences (JCDS),,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,msc-data-science,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.Sc. in Development Studies (Online),PG,I.D.E.A.S - Office of Interdisciplinary Studies,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-development-studies,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.A. in Educational Leadership and Governance (Online),PG,IIHED,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-educational-leadership-governance,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.A. in Teaching English to Speakers of Other Languages (TESOL) (Online),PG,Office of English & Foreign Languages,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-tesol,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.A. in India Studies (Online),PG,Jindal India Institute,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-india-studies,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
